7.45E+09,-0.0570441,7.45E+09,0.009854
7.45E+09,-0.0618795,7.45E+09,0.009387
7.45E+09,-0.0564742,7.45E+09,0.0157405
7.45E+09,-0.0540489,7.45E+09,0.0105512
7.45E+09,-0.0619596,7.45E+09,0.0119654
7.45E+09,-0.0556437,7.45E+09,0.00672743
7.45E+09,-0.0592661,7.45E+09,0.00928973
7.45E+09,-0.0568111,7.45E+09,0.00993212
7.45E+09,-0.0611529,7.45E+09,0.00565673
7.45E+09,-0.0604276,7.45E+09,0.0115918
7.45E+09,-0.0630537,7.45E+09,0.011464
7.45E+09,-0.0635517,7.45E+09,0.0170778
7.45E+09,-0.0592938,7.45E+09,0.012277
7.45E+09,-0.0629975,7.45E+09,0.00998732
7.45E+09,-0.0613358,7.45E+09,0.0111436
7.45E+09,-0.0599521,7.45E+09,0.0103161
7.45E+09,-0.0570164,7.45E+09,0.0104618
7.45E+09,-0.0634142,7.45E+09,0.00719739
7.45E+09,-0.0638019,7.45E+09,0.0114935
7.45E+09,-0.0608736,7.45E+09,0.0102374
7.45E+09,-0.0603686,7.45E+09,0.017557
7.45E+09,-0.0625309,7.45E+09,0.00905689
7.45E+09,-0.0619538,7.45E+09,0.0120633
7.45E+09,-0.0652249,7.45E+09,0.00982365
7.45E+09,-0.0635653,7.45E+09,0.0145004
7.45E+09,-0.0624921,7.45E+09,0.0166671
7.45E+09,-0.0537434,7.45E+09,0.00947229
7.45E+09,-0.0560524,7.45E+09,0.0109627
7.45E+09,-0.0630241,7.45E+09,0.0135076
7.45E+09,-0.0645964,7.45E+09,0.00776381
7.45E+09,-0.062988,7.45E+09,0.012304
7.45E+09,-0.0647481,7.45E+09,0.0112273
7.45E+09,-0.0635233,7.45E+09,0.00805337
7.45E+09,-0.0627005,7.45E+09,0.0133372
7.45E+09,-0.0626448,7.45E+09,0.0115523
7.45E+09,-0.0628317,7.45E+09,0.0111795
7.45E+09,-0.057505,7.45E+09,0.0159315
7.45E+09,-0.0615602,7.45E+09,0.00968101
7.45E+09,-0.0601382,7.45E+09,0.00770882
7.45E+09,-0.0633993,7.45E+09,0.0113988
7.45E+09,-0.0632554,7.45E+09,0.0121118
7.45E+09,-0.0620903,7.45E+09,0.00331285
7.45E+09,-0.0573574,7.45E+09,0.0119588
7.45E+09,-0.0626056,7.45E+09,0.0104635
7.45E+09,-0.0660766,7.45E+09,0.00694337
7.45E+09,-0.0638826,7.45E+09,0.0125623
7.45E+09,-0.0588692,7.45E+09,0.0156936
7.45E+09,-0.061866,7.45E+09,0.0084097
7.45E+09,-0.0607517,7.45E+09,0.00358115
7.45E+09,-0.0583791,7.45E+09,0.0121411
7.45E+09,-0.0600004,7.45E+09,0.01032
7.45E+09,-0.0569237,7.45E+09,0.0158321
7.45E+09,-0.0585177,7.45E+09,0.0132146
7.45E+09,-0.0583629,7.45E+09,0.0155282
7.45E+09,-0.0651604,7.45E+09,0.0158132
7.45E+09,-0.0595979,7.45E+09,0.013782
7.45E+09,-0.0612172,7.45E+09,0.0103309
7.45E+09,-0.0574471,7.45E+09,0.0125725
7.45E+09,-0.0665744,7.45E+09,0.0142669
7.45E+09,-0.0586168,7.45E+09,0.00932895
7.45E+09,-0.0628895,7.45E+09,0.0118087
7.45E+09,-0.0586302,7.45E+09,0.0124855
7.45E+09,-0.0605598,7.45E+09,0.0102497
7.45E+09,-0.058748,7.45E+09,0.0073037
7.45E+09,-0.0622989,7.45E+09,0.01346
7.45E+09,-0.0644272,7.45E+09,0.0128511
7.45E+09,-0.061402,7.45E+09,0.0110932
7.45E+09,-0.0574796,7.45E+09,0.0130278
7.45E+09,-0.0561008,7.45E+09,0.0155278
7.45E+09,-0.0606374,7.45E+09,0.0122238
7.45E+09,-0.0615974,7.45E+09,0.0109131
7.45E+09,-0.0605811,7.45E+09,0.00553341
7.45E+09,-0.0564626,7.45E+09,0.01269
7.45E+09,-0.0597608,7.45E+09,0.0103308
7.45E+09,-0.0520227,7.45E+09,0.0120591
7.45E+09,-0.0599957,7.45E+09,0.00938449
